clothcol52,绿色长袖衬衫已收集,Long Sleeves Green Shirt Collected,
clothcol53,深蓝牛仔裤已收集,Dark Blue Jeans Collected,
warning,警告！！！,Warning!!!,
warntext,本游戏包含成人内容。您必须年满18岁才能购买或游玩。游戏中所有角色均年满18岁，纯属虚构。请勿在现实生活中模仿游戏中的行为，我们不支持任何不良行为。项目地址 https://github.com/nekocatso/Lustful-Spirit-Hunt-Chinese,This game contains sexual content. You must be 18 and over (or equivalent to your local law) to purchase or play this game. Character depicted in this game are at least 18 and purely based on fiction.  Please do not recreate some action depicted in this game in real-life and we don't endorse any bad behaviours.,
comptabname,欲灵狩猎...,Fuck A Ghussy...,
compurl,https://www.lustfulspirithunter.com/reports%%number%%=,https://www.fuckaghussy.com/reports%%number%%=,
compcaseno,案件编号 ,Case # ,
compobj1,1. 鬼魂鉴定 -,1. Ghost Indentification -,
compobj2,2. 鬼魂驱逐 -,2. Ghost Banishment -,
compsubmit,提交并退出,Submit & Exit,
compupload,上传视频,Upload Sex Video,
compdesob1,在鬼魂猎杀中存活。,Avoid getting fucked by a ghost.,
compdesob2,用动态感应摄像头拍摄鬼魂照片。,Take a photo of the ghost with camera.,
compdesob3,获取EMF读数。,Get an EMF reading.,
compdesob4,让鬼魂吹灭蜡烛。,Get a candle extinguished by a ghost.,
compdesob5,将惧意条提升至70%或以上。,Get fear meter to 70% or more.,
compdesob6,与月子进行K.T.E.。,Fuck Tsukiko's ass.,
compdesob6a,与香织做爱。,Have sex with Kaori.,
compdesob6b,与瑠美做爱。,Have sex with Ryomi.,@NEW
compdesob6c,目标失败！,No truck assistant to fuck!,@NEW
compdesob7,在鬼房中使用迷魂香。,Use incense stick in the ghost room.,
compdesob8,移动超过250米。,Travel more than 250m.,
compsearchbar,搜索旧报告,Search old reports,
ghostname1,暴灵,Poltergeist,
ghostname2,河童妖,Kappa,
ghostname3,羞影,Shade,
ghostname4,哭啼女,Kuntilanak,
ghostname5,血殇玛丽安,Bloody Mariam,
ghostname6,哀嚎妖,Banshee,
ghostname7,冤魂,Gwisin,
ghostname8,八尺夫人,Hachishakusama,
ghostname9,鬼火,Onibi,
ghostname10,咒唤师,Conjurer,
ghostname11,幽灵姬,Yurei,
ghostname12,雷女,Rai-onna,
ghostname12a,老雷女,Elder Rai-onna,
ghostname13,吸淫蜂,Succubus,
ghostname14,映魅,Photogenic,
ghostname15,濡女,Nure-onna,
ghostname16,赤覆面,Aka-manto,@NEW
ghostname17,淫祭女,Sex Priestess,@NEW
ghostname18,追音鬼,Teke-teke,
ghostname19,大化妖,Obake,
housename0,秘密群P小屋,Secret Orgy Shed,
housename00,初次契约,Abandoned Sex Shed,
houseinfo0,回忆我们的第一次契约。希望我能完整记得当时的一切。项目地址 https://github.com/nekocatso/Lustful-Spirit-Hunt-Chinese,I was called by a drunken girl to fuck her. I didn't expected to find a ghost there. I instantly fell in love with that ghost but her jealous sister attacked me.,
housename1,月子的家,Ona-hole's Home,
houseinfo1,似乎有鬼魂跟着她回了家。这是这份职业的常见风险。我们必须把鬼魂从她家驱逐出去。项目地址 https://github.com/nekocatso/Lustful-Spirit-Hunt-Chinese,While fucking Tsukiko in her basement the table began to levitate. We figured out her house is haunted and dealt with the ghost there.,
housename2,拓的家,Tatsuka's House,@NEW
houseinfo2,一对夫妇联系我们，说他们家有灵异现象。他们的女儿试图抓鬼，结果把鬼带回了家。,We were contacted by a couple regarding some paranormal activity at their house. Their daughter was trying to catch a ghost but ended up bringing it to her house.,
housename3,平冢病院,Hirakawa Asylum,
houseinfo3,运营了100多年后，它终于在两年前关闭。有人报告在建筑内看到了奇怪的幽灵。,This asylum is haunted and yet daring couple often use it as a sex place. I must visit it to catch ghosts and record someone doing it.,
housename4,向日葵市街道,Sunflower City Streets,
houseinfo4,一座白天充满乐趣的热闹城市，但入夜后，街道上弥漫着鬼魂的气息。,There are a lot of good erotic stuff here which can't be found any where else. Good way to attract horny spirits.,
housename5,常春大学,Evergreen University,
houseinfo5,他们常用的鬼魂猎手暂时没空，所以联系你来清除附近的恶灵。,Rumia has lost focus from her job so you have been contacted to contacted to get rid of all horny ghosts in the university.,
housename6,纯纱家,Sakurai Household,
houseinfo6,纯纱夫人怀疑有人在她家释放鬼魂。不知真假，但驱逐它们是我们的工作。,Mrs. Sakurai suspect that someone is releasing ghosts inside her house. Don't if it's true but it's our job to banish them out of there.,
housename6a,増夫家,Karasuyama Household,
houseinfo6a,増夫之妻怀疑有人在她家释放鬼魂。奇怪的是我记得这房子属于纯纱家。,Mrs. Karasuyama suspect that someone is releasing ghosts inside her house. Don't if it's true but it's our job to banish them out of there.,
housename7,阳光公寓,Sunrays Apartment ,
houseinfo7,留美亚不在期间，鬼魂在这个公寓横行。在一切失控之前，由你来处理。,Ghosts are running rampant at this apartment in absence of other ghost hunters. It's up to you deal with them before everything is out of control.,
housename8,芽衣的家,Maya’s House,
houseinfo8,她的房子过去曾被猎鬼人当作据点。如今这里成了灵异活动的热点，她正在向你求助。,Her house was used as base by a ghost hunter in the past. Now it has become a hot-spot for ghostly activity and she asking you for help.,
needpass,前往此地点需要通行证。,You will need a life time pass to travel to that location.,
notenough,你的钱不够买这张通行证。,You don't have enough money to buy this pass.,
pleaseby,请购买通行证以前往此地点。,Please buy a lifetime pass to travel to this location.,
letsgo,出发吧！,Let's Go!,
maylater,稍后再说,Maybe Later,
coins, 金币, coins,
contractfail,你失败了！,You failed!,
storename,猎杀或被猎,Hunt Or Be Hunted,
exitstore,离开商店,Exit Store,
cheatname1on,无限精力已激活,Infinite Stamina Activated,
cheatname1off,无限精力已关闭,Infinite Stamina De-activated,
cheatname2on,加速高潮,Cum faster!,
cheatname2off,正常高潮,Take your time to cum.,
cheatname5,鬼魂暴怒！,Ghost wanna fuck you right now!,
location1,门厅,Foyer,
location2,客厅,Living Room,
location3,浴室,Bathroom,
location4,地下室,Basement,
location5,厨房,Kitchen,
location6,走廊,Hallway,
location7,月子的卧室,Tsukiko’s Room,
location8,外室,Outer Room,
location9,内室,Inner Room,
location10,拓的卧室,Tatsuka’s Room,
location11,卧室2,Bedroom 2,
location12,车库,Garage,
location13,父母卧室,Parent’s Bedroom,
location14,大厅,Lobby,
location15,主任室,Fuck Cabin,
location16,等候室,Waiting Room,
location17,下层休息室,Lower Lounge,
location18,露丝走廊1,Reiko Hallway 1,
location19,护士站1,Nurse 1,
location20,工具间,Utility,
location21,厕所,Toilet,
location22,露丝走廊2,Reiko Hallway 2,
location23,F101,F101,
location24,F102,F102,
location25,F103,F103,
location26,真澄走廊1,Masumi Hallway 1,
location27,护士站2,Nurse 2,
location28,真澄走廊2,Masumi Hallway 2,
location29,F201,F201,
location30,F202,F202,
location31,F203,F203,
location32,上层休息室,Upper Lounge,
location33,玛丽安走廊1,Momoe Hallway 1,
location34,护士站3,Nurse 3,
location35,玛丽安走廊2,Momoe Hallway 2,
location36,M201,M201,
location37,M202,M202,
location38,M203,M203,
location39,杰克走廊1,Jack Hallway 1,
location40,投票站,Truck Location,
location41,暗巷1号,Just an Alley,
location42,美人俱乐部,Masuo’s Workplace 1,
location43,平冢映画馆,Sex Movie Cinema,
location44,暗巷2号,Another Alley,
location45,暗巷3号,Special Storage Unit,
location46,饭团游戏,Riceball Games,
location47,小巷性爱餐厅,Alley Sex Restaurant,
location48,鬼房,Ghost Sex Room,
location49,我的卧室,My Bedroom,
location50,前门,Front Door,
location51,卡车,Sex Truck,
location52,秘密实验室,Secret Lab and Sex Room,
location53,储物柜,Lockers,
location54,一楼中间走廊,Middle Hallway 1F,
location55,一楼左侧走廊,Left Hallway 1F,
location56,一楼右侧走廊,Right Hallway 1F,
location57,保安室,Security Room,
location58,性爱俱乐部,Sex Club,
location59,医务室,Nurse’s Office,
location60,储藏室,Sex Room,
location61,一楼男厕,Boy’s Toilet 1F,
location62,一楼女厕,Girl’s Toilet 1F,
location63,1-1班,Class 1-1,
location64,1-2班,Class 1-2,
location65,二楼中间走廊,Middle Hallway 2F,
location66,漫画社,Manga Club,
location67,电脑室,Computer Lab,
location68,二楼左侧走廊,Left Hallway 2F,
location69,二楼右侧走廊,Right Hallway 2F,
location70,教师办公室,Faculty Room,
location71,教师休息室,Special Sex Room,
location72,女生淋浴间,Girl’s Shower Room,
location73,二楼女厕,Girl’s Toilet 2F,
location74,二楼男厕,Boy’s Toilet 2F,
location75,2-1班,Class 2-1,
location76,2-2班,Class 2-2,
location77,三楼中间走廊,Middle Hallway 3F,
location78,三楼左侧走廊,Left Hallway 3F,
location79,3-1班,Class 3-1,
location80,3-2班,Class 3-2,
location81,三楼女厕,Girl’s Toilet 3F,
location82,三楼男厕,Boy’s Toilet 3F,
location83,男生淋浴间,Boy’s Shower Room,
location84,三楼右侧走廊,Right Hallway 3F,
location85,空房间,Empty Room,
location86,4-1班,Class 4-1,
location87,4-2班,Class 4-2,
location88,第398号地球,Other World,
location89,1994年一楼中间走廊,Middle Hallway 1F Year 1994,
location90,1994年储藏室,Storage Room Year 1994,
location91,平冢大学储藏室，2015年,"Hirakawa University Storage Room, Year 2015",
location92,走道,Walkway,
location93,客房,Guest Room,
location94,二楼,2nd Floor,
location95,道场,Dojo,
location96,静香的房间,Shizuka’s Room,
location97,凉子的房间,Ryoko’s Room,
location98,千秋的房间,Chiaki’s Room,
location99,纯纱的房间,Junsa’s Room,
location100,葵的房间,Aoi’s Room,
location101,秘密房间,A Secret Room,
location102,阳光公寓一楼,Sunrays Apartment 1st Floor,
location103,阳光公寓二楼,Sunrays Apartment 2nd Floor,
location104,阳光公寓三楼,Sunrays Apartment 3rd Floor,
location105,101 - 蓮的公寓,101 - Len’s Apartment,
location106,104 - 美月的公寓,104 – Megumi’s Apartment,
location107,105 - 堇的公寓,105 – Sumire’s Apartment,
location108,201 - 桃子的公寓,201 – Momoko’s Apartment,
location109,202 - 葵、薫和増夫的公寓,"202 – Aoi, Rose & Masuo’s Apartment",
location110,203 - 费舍尔的公寓,203 – Fuyutsuki’s Apartment,
location111,205 - 岛女士的公寓,205 – Ms. Shima’s Apartment,
location112,301 - 由美子的公寓,301 – Yumiko’s Apartment,
location113,302 - 真澄的公寓,302 – Masumi’s Apartment,
location114,305 - 松冢女士的公寓,305 – Ms. Matsuzaka’s Apartment,
location115,虚空,The Void,
location116,后院,Backyard,
location117,大浴室,Big Bathroom,
location118,二楼,Second Floor,
location119,芽衣的房间,Mei’s Room,
location120,鬼狩本部,Ghost Bangers Base,
location121,破碎灵魂宇宙 - 真澄的公寓,,
location122,晨曦庄二楼,,
location123,201- 真澄的公寓,,
location124,202- 安杰洛的公寓,,
location125,零号宇宙 - 美琴的公寓,,
location126,测试场,,
location127,自定义鬼房,,@NEW
location128,,,
location129,,,
location130,,,
hunting,猎杀中！,Fuck Time!,
namebailey,等身人偶,Doll,
namekpad,键盘,Keypad,
nameluna,月子,Hot Assistant,
namesabrina,澪子,Her Sister,
namegloria,名都子,Nadeko,@NEW
namenina,奈美,Fox Girl,
nameirene,泉,Demon Hunter,
namecomputer,月子的电脑,Watch Porn,
namespeak,对话,Talk,
nameswitch,开关,Switch,
namenotice,契约板,Contract Board,
namewendy,香织,My Wife,
namethermo,温度计,Thermometer,
nameemf,EMF读数器,EMF Reader,
namerope,缚阴索,Special Rope,
nameburger,蜜汁汉堡,Honey Burger,
namefearpill,定魂丸,Fear Pills,
namesalt,射精盐,Cum Salt,
nameencan,精力罐,Energy Can,
namedagger,破阴刃,Cursed Dagger,
namebook,灵异笔记,Notebook,
namecamera,动态感应摄像头,Motion Camera,
namevidcam,摄像机,Video Camera,
nameghostbox,通灵盒,Audio Box,
namewater,淫水,Cum Water,
nameflour,阴尘粉,Flour,
namemirror,照阴镜,Dark Mirror,
namelaserproj,激光投射器,Laser Projector,
namecandle,蜡精烛,Candle,
nameuvlight,紫外线手电,UV Torch,
nameincense,迷魂香,Incense Stick,
nameopenmap,打开地图,Open Map,
namehide,隐藏,Hide,
namecollect,收集,Loot,
namepowerbreaker,电闸,Power Breaker,
namesink,水槽,Sink,
namecctvcomp,监控电脑,CCTV Computer,
namenext,下一个,Next,
nameback,上一个,Previous,
namephone,手机,My Phone,
nametess,美佐枝,Misae,
namedrunkgirl,醉酒女孩,Horny Girl,
nameview,查看,View,
nameliz,蓮,Lenyushka,
nametomori,朋,Tomori,@NEW
questiontutor,要尝试教程吗？,Do you want to know how to catch a ghost?,
yes,是,Yes,
no,否,I’m an Expert,
boardinfo1,按'Def E'键拾取最近的物品。,Press 'Def E' key to pick up closest object.,
boardinfo2,按'Def F'使用当前栏位的物品（部分自动生效）。,Press 'Def F' to use object in current slot (some work automatically).,
boardinfo3,按'1'、'2'、'3'切换栏位。,"Press '1','2','3' to change slots.",
boardinfo4,按'Def G'丢弃当前栏位的物品。,Press 'Def G' to drop objects in current active slot.,
boardinfo5,按'Def A'或'Def D'移动。,Press 'Def A' or 'Def D' to move around.,
boardinfo6,长按'Def SPACE'奔跑。,Press and hold 'Def SPACE' to run.,
boardinfo7,鬼魂当前处于游荡状态。在此期间，你需要收集不同的证据来鉴定鬼魂类型。,"Ghost is currently in wandering state. During this period, you have collect different evidences to identify the ghost type.",
boardinfo8,当惧意条超过50%时，鬼魂会尝试猎杀。当它开始猎杀你时，可以用对应工具捕获它。,Once your fear meter is over 50% it will try to hunt. It can be captured when it begins hunting you using specific tools for each ghost.,
endinvesttext,要结束调查并返回基地吗？,Do you want to end your investigation and return to home?,
notenoughmoney,金币不足！,No money!,
cantcarry,无法携带更多...,Can’t carry more...,
clicki,点击'i',Click on 'i',
pressredbutton,按红色按钮购买，按蓝色按钮查看详情。,Press Red button to purchase and blue to get information.,
toolinfo1,裕美汉堡店的名品。恢复25点生命值。别问蜂蜜从哪来，我们也不知道。,Famous delicacy from Hailey's Burger joint. Recover 25 HP. Don't ask where the honey came from because you know it yourself.,
toolinfo2,世上最难的事之一就是吓到吃过这药的人。可减轻25%的恐惧。,One of the impossible thing to do in world is to scare user of these pills. It relieves fear by 25%.,
toolinfo3,这款蜂蜜味饮料是裕美汉堡店的热门饮品。90秒内消除体力消耗，多次饮用可叠加持续时间。,This honey flavoured drink is very popular beverage from Hailey's Burgers. It nullifies stamina cost for 90 sec. Drinking multiple increase the duration.,
toolinfo4,带运动感应器的摄像头，检测到前方移动时自动拍照。,A camera with motion sensor that can capture photo as it detects any motion in front of it.,
toolinfo5,此香可在鬼魂靠近时驱退它们。必须在特定范围内使用，否则无效。,These incense are known to repel any ghosts if it onto you. It must be used within certain range or it's effect is useless.,
toolinfo6,并非所有鬼魂都会行走。它有助于区分行走型和漂浮型鬼魂。,Not all ghost walks. It's really helpful distinguish between a walking and floating ghost.,
toolinfo7,有些鬼魂惧怕火焰。若多根蜡烛靠近放置，鬼魂会因恐惧而无法移动。,These candles can burn some ghost’s cloths allowing you to fuck them.,
toolinfo8,精液结晶后装入此瓶。洒在对此弱点的鬼魂必经之路上。,Cum crystallized and stored in this vial. Drop it on the way of ghosts weak to it.,
toolinfo9,可刺入某些类型鬼魂体内以捕获它们的匕首。,A dagger that can be plunge into some types of ghost to capture them.,
toolinfo10,配合普通镜子使用，对某些鬼魂极为有效。,Using is in front of regular mirror cast rays of nightmare from it. It can be used to capture some ghosts.,
toolinfo11,一端形状奇特的特殊绳索，用于将某些鬼魂束缚在地面上。,Special rope with a weird shape at one end used to bind some ghost to ground.,
toolinfo12,精液与水及其他成分混合而成。对某些鬼魂极为有效。,Cum mixed with water and some other ingredients. Super effective on some ghosts.,
toolinfo13,某些鬼魂仍保有书写能力。此笔记可用于鉴定此类鬼魂。,Some ghost still possess some ability to write. This notebook can use to determine such type of ghosts.,
toolinfo14,某些鬼魂可能在此激光投射器中显形。,Some ghost maybe visible in this laser grid projector.,
toolinfo15,用于查看鬼魂触碰过的物体上的指纹。,Used to see fingerprints on objects touched by ghosts.,
toolinfo16,有时候肉眼看不到的东西需要摄像头来弥补。这台摄像机正是为此而生。,Sometimes you need a camera to compensate for things you can't see with naked eyes. This camera does just that.,
toolinfo17,恢复40%生命值，3分钟内可以跑更久。,Replenish 40% health and can run for a longer time for 3 minutes.,
toolinfo18,3分钟内跑得更快。,Can run faster for 3 minutes.,
raisetitle,考评表,Fuck Score,
raisemethod,(特殊恩惠),(All Holes),
raisename,姓名：-,Name :-,
raiseginaname,美琴,Hitomi Yamada,
raiseage,年龄：-,Age :-,
raiseginaage,32,32,
raisequalifics,资质：-,Qualifications :-,
raisemeasure,三围：-,Sex Stats:-,
raiseginabreast,胸围 - 112 cm,Oral 3 times,
raiseginahips,腰围 - 73 cm,Vaginal 794 times,
raiseginabutt,臀围 - 107 cm,Anal  0 times,
raisecurrent,目前薪资：-,My Guess:-,
raiseginacurrent,800 金币,38 strokes,
raiserequest,申请加薪：-,Promised Strokes:-,
raiseginarequest,2000 金币,699 strokes,
raiseapproved,批准加薪：-,Actual Strokes:-,
raiseginaapproved,+205 金币,196 strokes,
raisebreakdown,加薪明细：-,Sex Notes:-,
raiseginaora,口交-进 4x1 出 3x0.5,O- Suck at sucking,
raiseginavag,阴道-进 4x10 出 7x5,V- Too used by her hubby,
raiseginaanal,肛交-进 11x7.5 出 6x6,A- Tightest ass fucked,
raisestatus,状态：-,Comments:-,
raiseginaterm,条件被拒,Not happy with size,
raiseginareject,已辞职...,Want bigger dick,
raiseauther,授权签名,Incharge Fucker,
raisethom,汤姆森博士,Dr. Ass Fucker,
raisesylname,堇,Random Girl 1,
raisesylage,20,20,
raisesylbreast,胸围 - 115 cm,Oral 4260 times,
raisesylhips,腰围 - 73 cm,Vaginal 1 time,
raisesylbutt,臀围 - 112 cm,Anal 0 time,
raisesylcurrent,450 金币,69 strokes,
raisesylrequest,3700 金币,514 strokes,
raisesylapproved,+854 金币,236 strokes,
raisesylora,口交-进 40x1 出 22x0.5,O- Suck life out of you,
raisegsylvag,阴道-进 65x10 出 21x5,V- Too used but good.,
raisesylanal,肛交-进 4x7.5 出 3x6,A- Even my balls could fit in,
raisesylterm,条件被拒,Wants to be director,
raisesylreject,已辞职...,Turned into a ghost,
raiseharname,博美,Hinata Fuyutsuki,
raiseharage,23,23,
raiseharbreast,胸围 - 144 cm,Breasts - 144 cm,
raiseharhips,腰围 - 78 cm,Waist - 78 cm,
raiseharbutt,臀围 - 122 cm,Butt – 122 cm,
raiseharcurrent,250 金币,250 coins,
raiseharrequest,400 金币,400 coins,
raiseharapproved,+10 金币,+10 coins,
raiseharterm,不配合,Not co-operating,
raiseharreject,已解雇...,Terminated...,
sabrinaletter,嘿，你这混蛋！我才离开城市几个月，你就骗我妹妹跟你交往了。这个K.T.E.是什么？你一直在以这个名义操她的屁股。她太天真了，你能骗过她但骗不了我。抓完鬼来她房间。我要亲眼看看你是不是真心爱她。,"Hey you jerk!                                                                   I know you have been using my sister as your ona hole. It's my job to be everyone's ona hole not hers. She said you fuck good. Well, I refuse to believe it until I see it myself.                                                           Come to her room after you are done fucking the ghost.",
projectdalname,达莉亚计划,CLONE PROJECT,
projectdalinfo1,经过多年努力我终于造出了一台可以克隆任何人的机器。几周后平冢先生来找我，想克隆他已故的妻子。我告诉他需要她的遗体才能克隆。于是他给了我们保存完好的平冢夫人遗体。她是一位美丽的巨女。花了一些时间，机器成功创造出了她的活体克隆。我对这个项目一直心存疑虑，但第一次克隆就成功了。这个标本有些不同。她拥有惊人的力量。远超任何人类。,I created a cloning machine. Mr. Hirakawa wants me to make a clone of his dead wife which he got after wishing from a magical treasure. I successfully made a clone of her. I noticed she beautiful and stronger than any human. So decided to make more clones of her.,
projectdalinfo2,我请求平冢先生让我以保存更好的名义保留她的遗体。我很快发现如果制造婴儿版克隆体，她们会发生变异，有略微不同的特性。但是...她们都活不过一周。我仍然没有放弃，终于制造出了双胞胎。经过研究发现，其中一个可能有X射线视觉，另一个有超级反射能力。她们都和成年人一样强壮。不幸的是，经过20多年的克隆，平冢夫人的身体已经腐烂了。我无法再制造新的克隆体了。,I soon started making baby version of her clones instead of adult one after learning they may have slight different quirks than her. All but two clones survive. One is going to a protagonist of a video game in the future and other will be most hated mini game character because of her cheating X-ray vision. I can no longer create any more clones as her original body was disintegrated.,
namedrburwick,汤姆森博士,Dr. Takemoto,
harleendiary1,堇寄来了我们上次聚会的照片。我男朋友收到了快递，幸好前几张照片看不清我的脸，他以为是别人。我自己看了之后一切都清楚了。那天早上我的私处沾满了精液。但那不是从堇鼓起的肚子上蹭到的。她让别人操了我并射在了里面。我很生她的气，但她说是因为看我太紧张了才这么做的。我告诉她我一点都不喜欢这样。几天后我收到了一封陌生人的信。他告诉我操我的人就是他。他说想和我约会，堇告诉他我没兴趣但愿意收100金币让他操我。他还说了她打算继续用我的身体赚钱，劝我不要再和她来往了。因为她做的事我非常愤怒。从那以后我就和她断了联系。我想在男朋友发现之前处理掉这些照片，但它们太精彩了。我想把它们保存在这本秘密相册日记里。,"Sumire sent me photos from our last night out. My boyfriend received the courier but luckily my face was not visible in first few photos. He thought it was someone else in them.                                                                                        After watching them myself, I realized someone actually took my virginity last night. She let her friend use me like a cum dumpster. When I called her to ask about it she told me she did it to because I looked tense. I told her not to do it ever again.                                                          Same night, I received a message from the guy who fucked me last night. I wanted to scold him for his action but he interrupt and told that Sumire sold my ass out for 100 coins. She was planning to do it again for money. It was not new for me. My boyfriend advised me to sleep with my boss to get raise but I refused so I was used to people like her. I was happy he didn't black mailed me but gave spoilers about me working with him after next two years. I kept these photos to recognize him if I meet him again.",
asynursename1,浦井·小林,Urai Kobayashi,
asynursename2,珠子,Juko Kitamoto,
asynursename3,博美,Hinata Fuyutsuki,
asynursename4,凉志麻,Asami Ryoushi,
asynursename5,山田瞳,Hitomi Yamada,
asynursename6,中山菫,Sumire Nakayama,
asynursename7,山田玲子,Reiko Yamada,
workyears,平冢病院最佳护士,Puzzle for Onako,
namebento,便当,Lunch Box,
namehoneymilk,蜜乳,Honey Milk,
