ghostability2,与水体高度相关，地上出现水渍，推动重物。,"Very active with bodies of water, pees on floor, push heavy objects.",
ghostability3,破坏灯泡，从不开灯，不太活跃，延迟猎杀。,"Destroy light bulb, never turns on a light, less active, late hunt.",
ghostability4,镜中显形，无行走脚步声，可提前结束契约，吸血，疯癫阴病。,"Apparition in mirrors, no walking sound, can fail contract early, drinks blood, madness blight.",
ghostability5,镜中显形，出现在摄像头前，有时戏弄受害者。,"Apparition in mirrors, appears in front of camera, sometimes teases it’s victim.",
ghostability6,无行走脚步声，猎杀时不可见，可提前猎杀，血腥爪痕。,"No walking sound, not visible during hunt, can hunt early, bloody claw marks.",
ghostability7,镜中显形，从不开灯，根据电闸可提前或延迟猎杀。,"Apparition in mirrors, never turns on a light, can hunt early or late depending on power breaker.",
ghostability8,可超提前猎杀，未追踪时随机传送，移动重物，镜中显形，更快的鬼魂，更长的猎杀时间，疯癫阴病。,"Can super hunt early, randomly teleports if not in a pursuit, move heavy objects, mirror apparition, faster ghost, longer hunt, madness blight.",
ghostability9,追踪时传送到你附近，鬼火，靠近玩家时减速，点燃的蜡烛会激怒她，无行走脚步声。,"Ghost flames, fast ghost but slows down if near player, a lit candle will anger her, no walking sound.",
ghostability10,一旦看到玩家猎杀永不停止，偶尔传送玩家，假证据。,"Hunt never stops if player is seen, rarely teleport player away, a fake evidence.",
ghostability11,更长的性交持续时间，产生火焰，猎杀时无声，有概率提前猎杀，漂浮。,"Longer sex duration, create flames, no sound on hunt, chance of early hunt, floating.",
ghostability12,开关处电击，飞行，通电时极快，移动重物。,"Electric shock on switches, flight, extremely fast with electricity, moves heavy objects.",
ghostability13,看到玩家后加速，爪痕，飞行，虚脱阴病，引出她的秘密方法。,"Speeds up after seeing player, claw marks, flight, fatigue blight, secret method to lure out.",
ghostability14,画作互动，镜中显形，拖拽脚步声。,"Painting interactions, mirror apparitions, dragging footsteps.",
ghostability15,切换灯光，不移动物体，伏击猎杀但被发现后追逐，不同脚步声。,"Light switching, no object movement, ambush hunt but chases if seen, different footsteps.",
ghostability16,驱逐时造成混乱，移动重物，提起玩家，切换灯光，臀印（摄像机可见），无鬼魂语音，被抓住即死,"Confusion(banishment), heavy object movement, lift player, light switching, buttprint(video camera), no ghost voices, death if she catches you",@CHANGED
ghostability17,性交时导致出血，可能提前猎杀，切换灯光，移动物体。,"Causes bleed during sex, may hunt early, light switching, object movement.",@CHANGED
ghostability18,?????,?????,
ghostability19,?????,?????,
ghostability99,切换灯光，画作掉落，移动小型物体。,"Light switching, falling paintings, moving small objects.",
ghostweakness1,淫水,Cummed Water,
ghostweakness2,两根蜡烛,Two Candles,
ghostweakness3,照阴镜,Dark Mirror,
ghostweakness4,射精盐,Cum Salt,
ghostweakness5,缚阴索,Special Rope,
ghostweakness6,破阴刃,Cursed Dagger,
evidentitle,证据：-,  Evidences:-,
eviname1,紫外线指纹,UV prints,
eviname2,激光显影,Laser Apparition,
eviname3,灵异光球,Ghost Orbs,
eviname4,灵异笔迹,Writing,
eviname5,寒温,Freezing Temperature,
eviname6,通灵回音,Audio Response,
eviname7,EMF 4-5级,EMF Lvl. 4-5,
ghostnameun,未识别,Unidentified,
general,概览,General,
investigation,调查,Date Ghost,
tools,工具,Sex Toys,
others,其他,Others,
tablecontent,目录：-,List of Contents:-,
loadlevel,1.加载关卡,1.Go on a Date,
elements,2.屏幕元素,2.On-screen Elements,
topui,A.顶部界面,A.Top UI,
icons,B.图标,B.Icons,
buyequip,3.购买装备,3.Buy Toys,
homecomp,4.家用电脑,4.Homework Computer,
cctvcomp,5.监控电脑,5.Recording Computer,
ghostrel,6.鬼魂相关,6.Date related,
hauntroom,A.鬼域,A.Picking Room,
wanderstate,B.游荡状态,B.Wandering Date,
huntstate,C.猎杀状态,C.Fuck Time,
evadedate,D.躲避鬼魂,D.Ghosting Date,
loadleveltitle,加载关卡：-,Go on a date:-,
loadlevelexp,"与总部大厅的布告板互动。它将打开此菜单。选择你想玩的契约并点击""出发！""按钮。某些契约需要通行证才能游玩。解锁更多契约会增加鬼魂种类。",Go to your date board and pick date to go on and then press ‘Let’s Go!’ button. Some dating site requires you to have pass so you will need to by them before going there.,
topuititle,顶部界面：-,Top UI:-,
topuiexp1,顶部的三个条代表不同的信息。,The three bars on top represent different things.,
redbar,红色条：表示剩余生命值。被鬼魂抓住发生性行为时会减少。,Red Bar: It indicates how much rough sex your dick can handle.,
bluebar,蓝色条：表示恐惧状态。随着游戏进程会增加。恐惧度越高，鬼魂越可能猎杀。必须超过50%鬼魂才能猎杀。,Blue Bar: How much time before your date becomes restless for sex.,
greenbar,绿色条：显示剩余精力值。,Green Bar: How long you can run or fuck your date.,
emficon,在设备范围内时显示 EMF 等级。,Displays EMF lvl if in range of the device.,
audoboxicon,鬼魂与通灵盒的互动在此显示。,Translates your date’s body movement into words.,
thermo,显示温度计的状态。,Display status from a thermometer.,
elementstitle,屏幕图标：-,On-screen Icons:-,
icon1,当你靠近通往其他房间的门或通道时，此图标会出现。,This icon appears if you have near a door of path that leads to another room.,
icon2,"按下""互动""键时，太一会对物品进行评论。",Ted comments on objects if 'Interact' key is pressed.,
icon3,如果物品可以拾取或有进一步互动，此图标会出现。,"If the object can be picked or have further interactions, this icons appears.",
icon4,通常是 NPC 与太一交谈。某些情况下显示与月子的互动。,Usually just NPC's talking with Ted. In some case display's interactions with Luna.,
icon5,猎杀期间可用的藏身之处。避免在其附近掉落物品。,Hide from your date.,
buytitle,购买装备：-,Buy Toys:-,
buytext1,在调查过程中，我们可以让月子帮忙购买装备。如果你使用了装备或契约失败，你将失去装备。,You will need some toys for your date. Ask Luna to buy them for you. If you fail a date you will lose all your toys outside of the truck.,
cctvtitle,监控电脑：-,Recording Computer:-,
cctv1,在调查期间，你可以通过电脑访问监控菜单。你需要先放置摄像机。一次最多可以放置四个摄像头。,Place video camera anywhere and spy on your date from your computer. You can use 4 camera at a time.,
cctv2,"如果你还没有捕获鬼魂，请不要按""结束调查""。它会带你到契约评估界面。",DO NOT press 'End Investigation'. It will end your date and get receipt page for that date.,
evadetitle,躲避鬼魂：-,Ghosting Date,
evade1,如果鬼魂在猎杀中，你可以离开它的视线，躲到安全的地方如壁橱、书架或床下。如果鬼魂在你躲藏时看到你，你会收到已被发现的通知。,"If your date wants to fuck you, you can hide in closet or under the bed. If she sees you while hiding you will be notified.",
evade2,如果鬼魂在猎杀中抓住了你，你可以点燃迷魂香来挣脱。这将立即结束猎杀。,"If your date is going rough with you, you can use a incense stick to distract her for a while. It will stop her from fucking you.",
evade3,注意：猎杀期间无法回到卡车里。,Note:- Luna will close the truck door out of jealousy if your date want to fuck you.,
haunttitle,鬼域：-,Picking Room:-,
haunt1,游戏开始后，鬼魂会随机选择场地中的一个房间作为鬼域。你可以使用温度计找到它。如果电闸开启，鬼房的温度会比其他房间低。,"Once you arrived, your date will pick a room she wants to be fucked in. She will turn the temperature down to feel your body warmth.",
haunt2,如果温度计暂时显示负温度不要困惑。一定是有鬼魂经过了你。你也可以利用温度计的这个故障来获取鬼魂在房间中的大致出生点。如果你想找到灵异光球等证据或用某些方法捕获鬼魂，这是必要的。,Your date is invisible for sometime. You can try to find her exact location using the glitch in thermometer.,
wantertitle,游荡状态：-,Wandering Date:-,
wander1,在你的惧意条提升至50%之前，鬼魂将保持游荡状态。在此状态下，它会在房屋内四处游荡，进行各种活动，如投掷物品、与电视互动、打开水槽水龙头等。,Until your date’s horniness meter is upto 50% she will look for things around the house to get her aroused.,
wander2,在此状态下你可以安全地在房屋内移动，收集必要的证据来识别鬼魂类型。,You can freely move around during this time and collect evidences to know the type of your date.,
hunttitle,猎杀状态：-,Fuck Time:-,
hunt1,一旦惧意条超过50%，鬼魂就会尝试猎杀你。猎杀概率随惧意条百分比增加。鬼魂在此状态下可见。如果你不打算捕获它，看到警告信息后最好躲起来。,"Once your date is horny, she will try to fuck you even if your dick breaks. If you are not planning on getting fucked it’s better to hide away from her.",
hunt2,"查看""躲避鬼魂""选项了解更多关于藏身之处的信息。",Check the 'Ghosting Date' option to know more about hiding place.,
hunt3,"如果你想了解更多关于捕获鬼魂的信息，请查看""调查""标签页。",If you want to learn more about capturing ghost check 'Date Ghost' tab.,
hunt4,注意：某些鬼魂的猎杀阈值可能不同。,Note:- Sex threshold may vary for some ghost.,
identifytitle,1. 识别鬼魂类型,1.Identify your date,
findevititle,a. 寻找证据,a. Finding evidence.,
uvprints,1.紫外线指纹,1.UV prints,
writing,2.灵异笔迹,2.Erotic Drawings,
ghostorbs,3.灵异光球,3.Ghost orbs,
freezingtemp,4.寒温,4.Freezing Temperature,
audiores,5.通灵回音,5.Audio Response,
emflevel,6.EMF 4-5级,6.EMF Lvl.4-5,
apparition,7.显影,7.Little  Glimpse,
markghost,2. 标记证据和鬼魂,2. Marking evidence and your date.,
capghost,3. 捕获鬼魂,3. Catching your date.,
knockghost,a. 击倒鬼魂,a. Making her spread.,
bangghost,b. 驱逐鬼魂,b. Fuck your date,
endinvest,c. 结束调查,c. End date,
behaviour,b. 了解鬼魂行为,b. Learn date’s behaviour.,
markghosttitle,标记证据和鬼魂：-,Marking evidence and your date:-,
markghost1,你必须在尝试捕获鬼魂之前标记它，否则会损失部分报酬。如上图所示，在左侧标记你获得的所有证据来筛选鬼魂类型。根据你观察到的行为，在右侧点击鬼魂名称来选择鬼魂类型。它的名字会显示在右上角。,You must find our what your date like before tying to fuck her or you will not get an extra bonus. Tick the correct evidence to shortlist your date type. Then depending on the behaviour you have seen select the ghost from the list.,
knockghosttitle,击倒鬼魂：-,Making her spread:-,
knockghost1,"击倒鬼魂所需的工具写在""幽灵笔记""中。共有6种驱逐工具。你需要使用正确的工具来削弱鬼魂。",Tools to woo a ghost is written in ‘Ghostpedia’. There are 6 sex toys you can use. Using correct one will bring a ghost in the mood.,
knockghost2,1. 射精盐,1. Cummed Salt,
knockghost3,2. 破阴刃,2. Cursed Dildo,
knockghost4,3. 照阴镜,3. Dark Mirror,
knockghost5,4. 蜡精烛,4. Wax Dildos,
knockghost6,5. 淫水,5. Plain Cum,
knockghost7,6. 缚阴索,6. Bondage Rope,
knockghost8,"更多详情请查看""工具""标签页中的各工具说明。",For more details about process check each tool in 'Toys' tab.,
knockghost9,注意：使用错误的工具将结束调查。,Note:- Using an incorrect tool will end date.,
bangghosttitle,驱逐鬼魂：-,Fuck your date,
bangghost1,"鬼魂倒地后，靠近它按""猎杀""键尝试捕获。你需要通过上下键调整动画速度来填满高潮条。","Once she spreads up, press ‘Hunt’ button near her to fuck her. You have to make her cum by adjusting your fuck speed with Up and Down key.",
bangghost2,高潮条,Climax Bar,
bangghost3,速度控制器,Fuck Speed,
bangghost4,这会消耗精力值，如果精力耗尽鬼魂会逃脱并回到游荡状态。然而，如果你完全填满高潮条，鬼魂会慢慢消散。,If you run out of stamina during sex she will get bored and return to wandering state. If you satisfy her she will go come to your home for more.,
endinvesttitle,结束调查：-,End Date:-,
endinvest1,"干得好，场地现在安全了。你可以在场地中寻找收藏品，或者回到电脑前按""结束调查""来完成契约。","Well done! You can now freely roam the site looking for something valuable, fuck Luna all night or just go home to rest. Access your computer and press ‘End Investigation’.",
tooltitle1,A) 证据工具：-,A) Evidence Toys:-,
tooltitle2,B) 驱逐工具：-,B) Sex Toys:-,
tooltitle3,C) 其他工具：-,C) Other Toys:-,
toolleftname1,1.摄像机,1.Spy Camera,
toolleftname2,2.温度计,2.Thermometer,
toolleftname3,3.紫外线手电,3.UV Flashlight,
toolleftname4,4.激光投射器,4.Laser Grid Projector,
toolleftname5,5.EMF 读数器,5.Hotness Sensor,
toolleftname6,6.灵异笔记,6.Sex Diary,
toolleftname7,7.通灵盒,7. Audio Box,
toolleftname8,1.破阴刃,1.Cursed Dildo,
toolleftname9,2.射精盐,2.Cummed Salt,
toolleftname10,3.照阴镜,3.Dark Mirror,
toolleftname11,4.缚阴索,4.Bondage Rope,
toolleftname12,5.淫水,5.Cum Water,
toolleftname13,6.蜡精烛,6.Wax Dildo,
toolleftname14,1.阴尘粉,1.Flour,
toolleftname15,2.迷魂香,2.Incense Stick,
toolleftname16,3.动态感应摄像头,3.Motion Camera,
toolleftname17,4.蜜汁汉堡,4.Honey Burger,
toolleftname18,5.定魂丸,5.No Fear Pills,
toolleftname19,6.精力罐,6.Energy Can,
toolinfotitle,工具信息：-,Toy Information:-,
infotitle,信息：-,Information:-,
usagetitle,使用方法：-,Usage:-,
toolname1,摄像机,Spy Camera,
toolname2,温度计,Thermometer,
toolname3,紫外线手电,UV Flashlight,
toolname4,激光投射器,Laser Grid Projector,
toolname5,EMF 读数器,Hotness Sensor,
toolname6,灵异笔记,Sex Diary,
toolname7,通灵盒,Audio Box,
toolname8,破阴刃,Cursed Dildo,
toolname9,射精盐,Cummed Salt,
toolname10,照阴镜,Dark Mirror,
toolname11,缚阴索,Bondage Rope,
toolname12,淫水,Cum Water,
toolname13,蜡精烛,Wax Dildo,
toolname14,阴尘粉,Flour,
toolname15,迷魂香,Incense Stick,
toolname16,动态感应摄像头,Motion Camera,
toolname17,蜜汁汉堡,Honey Burger,
toolname18,定魂丸,No Fear Pills,
toolname19,精力罐,Energy Drink,
toolinfo1,灵异光球只有在摄像机的夜视模式下才可见。可以从卡车内部用它来监视。,Ghost orbs are visible only in night mode of video camera. It can be used to keep an eye out from inside the truck.,
toolinfo2,这个工具可以轻松找到鬼房。鬼房的温度比其他房间低。如果有鬼魂经过可能会失灵。,his tool makes it easy to find ghost rooms. Ghost rooms have lower temperature compare to other rooms. May dysfunction if a ghost passes by.,
toolinfo3,将它照射在门、窗、壁橱等上面就能看到紫外线指纹。,"Just cast this thing on doors, windows, closets, etc. to watch UV prints.",
toolinfo4,如果有鬼魂穿过这个设备投射的网格，就能看到激光显影。,Laser apparitions are visible if a ghost passes through grid cast by this device.,
toolinfo5,它可以读取鬼魂进行任何活动时产生的 EMF，如移动物体、切换灯光、触碰门等。,"It will read EMF from any activity done by ghost such as moving objects, light switching, touching doors,etc.",
toolinfo6,某些鬼魂可以通过在这本书上涂写与你交流。这也可能触发 EMF 读数。,Some ghost can communicate with you by scribbling on this book. This may also throw EMF reading.,
toolinfo7,如果你在持有通灵盒时有鬼魂经过你附近，你可能会得到一个显示在顶部面板上的回应。,"If a ghost pass by you while you are near this tool, you will get a response that is displayed on top panel.",
toolinfo8,一个魔女曾用这把匕首自慰。据说它能诅咒任何被它刺入的东西。,A demon girl used to masturbate using this dagger. It said to curse anything it is plunged into.,
toolinfo9,百年精液结晶而成的盐。它可以阻止某些鬼魂。,100 year old cum crystallized to make this salt. It can stop some ghosts.,
toolinfo10,这个物品的来源不明。据说这面镜子会显示你最深层的噩梦，让你完全麻痹。,Origin of this object is unknown. It is said that this mirror shows your deepest nightmares completely paralyzing you.,
toolinfo11,一端有特殊形状的绳索。可以通过插入鬼魂的阴道或肛门来束缚它。,Special rope with unique shape at one end. That can hold a ghost by plugging in it's vaginal or anal cavity.,
toolinfo12,用水和精液制成的简单溶液。虽然简单，但对某些类型的鬼魂超级有效。,A simple solution made with water and cum. Though simple it's super effective against some types of ghost.,
toolinfo13,用温蒂的爱液制成的蜡烛。虽然不知道原理，但似乎对某些类型的鬼魂有效。,Candles made with Wendy's love nectar. I don't how but it seems to work against some type of ghosts.,
toolinfo14,普通面粉，对判断鬼魂的飞行能力很有用。,"Normal flour, quite useful to determine flying ability of a ghost.",
toolinfo15,如果你在猎杀中被抓住，这是救命稻草。它会立即释放你。在鬼房中使用可以延迟猎杀30秒。,This is a life saver if you are caught during a hunt. It will immediately release you from a grasp. Using it in ghost room with delay hunt for 30 secs.,
toolinfo16,这些摄像头是市场上最好的。它能捕捉经过附近的显影影像。,This cameras are best in the market. It captures images of apparitions passing near it.,
toolinfo17,没人知道这种蜂蜜从哪来，但它不是普通蜂蜜。它似乎是月子身体变化的源头。,No one knows where this honey comes from but it's not like normal honey. It seem to be the source of Luna's body transformation.,
toolinfo18,它能安抚受惊的 mind 以专注于工作。这个东西在猎鬼者中很受欢迎。,It sooth any frighten mind to focus on work. This thing is quite popular with ghost hunters.,
toolinfo19,可以无消耗精力奔跑90秒。,Can run for 90 seconds without stamina consumption.,
toolusage1,在任意位置放置摄像头，从卡车中的电脑访问它。最多可放置4个。,Place camera anywhere and access it from the your computer in the truck. Maximum 4 can be placed.,
toolusage2,拿在手中或放在地板上，靠近它就能获得读数。,Keep it your hand or on the floor staying close to it can get you a reading.,
toolusage3,"拿在手中，按""使用键""激活或关闭。",Hold it in your hand and press 'Use Key' to activate or deactivate it.,
toolusage4,"拿在手中，按""使用键""激活。激活后会放在地板上。在激活状态下拾取会将其关闭。",Hold it in your hand and press 'Use Key' to activate it. It will be placed on floor once active. Picking it up while it's active will deactivate it.,
toolusage5,拿在手中或放在地板上，靠近它就能获得读数。,Keep it your hand or on the floor staying close to it can get you a reading.,
toolusage6,放在地板上任意位置。,Drop it on the floor anywhere.,
toolusage7,拿在手中或放在地板上，靠近它就能得到回应。,Keep it your hand or on the floor staying close to it can get you a response.,
toolusage8,鬼魂在猎杀中处于闲置状态时，将其刺入以击倒它。,"When a ghost is idle during a hunt, plunge it in it to knock it down.",
toolusage9,猎杀时，让鬼魂走过它。接触后会击倒鬼魂。,"While on hunt, make a ghost walk through it. Upon contact it will knockdown a ghost.",
toolusage10,"站在镜子前按""使用""向鬼魂释放噩梦射线。",Stand in front of a mirror and press ‘Use’ to unleash rays of nightmares on a ghost.,
toolusage11,"鬼魂在猎杀开始时处于闲置状态，反复按""使用""将其束缚。","When a ghost is idle at the start of the hunt, repeatedly press ‘Use’ to bind it.",
toolusage12,"按""使用键""泼水。会立即击倒它。",Throw water by pressing 'Use Key'. It will immediately knock it.,
toolusage13,在鬼魂即将猎杀时，将两根放在3.5米范围内。如果操作正确会迅速击倒它。,Place two within 3.5m range of a ghost when it's about to hunt. If done correctly it will quickly knock it down.,
toolusage14,"按""使用键""撒一些在地板上。可使用3次。",Press 'Use Key' to drop some on the floor. Can be used 3 time.,
toolusage15,"按""使用键""使用。",Press 'Use Key' to using it.,
toolusage16,放在地板上任意位置。,Place it anywhere on the floor.,
